ten_san_pham,ram_gb,o_cung_gb,gia_ban,cpu_NAN,ram_gb_NAN,o_cung_gb_NAN,vga_NAN,thuong_hieu_ASUS,thuong_hieu_Acer,thuong_hieu_Apple,thuong_hieu_Asus,thuong_hieu_DELL,thuong_hieu_Dell,thuong_hieu_GIGABYTE,thuong_hieu_Gigabyte,thuong_hieu_HP,thuong_hieu_Hp,thuong_hieu_Khác,thuong_hieu_LENOVO,thuong_hieu_Lenovo,thuong_hieu_Lg,thuong_hieu_MACBOOK,thuong_hieu_MSI,thuong_hieu_Msi,thuong_hieu_Other,thuong_hieu_Surface,cpu_Core Ultra 5,cpu_Core Ultra 7,cpu_Core Ultra 9,cpu_Core i3,cpu_Core i5,cpu_Core i7,cpu_Core i9,cpu_Other,cpu_Ryzen 5,cpu_Ryzen 7,vga_Apple GPU,vga_INTEL ARC GRAPHICS,vga_INTEL GRAPHICS,vga_INTEL IRIS XE,vga_INTEL IRIS XE GRAPHICS,vga_INTEL UHD GRAPHICS,vga_NVIDIA Card Rời,vga_Onboard,vga_Other,vga_RTX 3050 6GB
Dell Latitude 5440 i5-1335U 14 inch 16GB/256GB,0.0,-1.0,-0.2901062045835662,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Dell Latitude 7450 Ultra 7 14 inch 32GB/512GB 2.5K,2.0,0.0,0.106763555058692,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
MACBOOK AIR 2019 i5 | RAM 16GB | SSD 512GB 13,0.0,0.0,-0.4466182224706539,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Acer i3-1005G1 15.6 inch 12GB/256GB,-0.5,-1.0,-0.5416433761878144,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
M cân ban Thinkpad L390 i5-8250U 8GB/256GB,-1.0,-1.0,-0.7372833985466741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Dell Latitude 9440 2in1 I7 32G 512G 2k LTE,2.0,0.0,0.1961989938513136,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Lenovo Thinkpad T490s i7 Gen 8 14 inch 16GB/256GB,0.0,-1.0,-0.5863610955841252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
HP Victus 16-E1107AX R5-6600H 16G/512GB RTX3050/4G,0.0,0.0,-0.1391839016210173,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
MSI Modern 14 H D13MG-217VN i7-13700H-16G-1T-Win11,0.0,2.0,-0.1509223029625489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
HP Elite x2 G8 i5 16G 256G tách rời phím,0.0,-1.0,-0.3353828954723309,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Dell E5510 I7-10610U 15.6 inch 16GB/256GB,0.0,-1.0,-0.4689770821688094,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ASUS TUF Gaming F15 i5-11400H 15.6/16G/512G/2050,0.0,0.0,-0.3264393515930687,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Laptop Gaming Asus i5 4200H 8GB/128GB Đen,-1.0,-1.5,-0.7372833985466741,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Asus S430 i5 8250U 14 inch 4GB/128GB,-1.5,-1.5,-0.7820011179429849,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Dell 3567 i7 7500U-VGA rời 2G-8G-256G-15.6 FHD,-1.0,-1.0,-0.7149245388485187,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Dell Inspiron 7380 i7-8550U-16G-256G-13.3 FHD,0.0,-1.0,-0.591950810508664,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
HP Elitebook 840 G9 i7 1265U 14 inch 8GB/256GB,-1.0,-1.0,-0.1727221911682504,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Laptop Asus i5-8th 8GB/128GB Màn 14inch FHD,-1.0,-1.5,-0.7261039686975964,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Dell Gaming N5468 i5.7200 14 inch 8G/256G,-1.0,-1.0,-0.7657909446618223,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Apple MacBook Pro 2019 i5 13.3 inch 8GB/128GB,-1.0,-1.5,-0.5863610955841252,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Acer Nitro 5 i5 12500H 8G 512G RTX 3050 15.6,-1.0,0.0,-0.0273896031302403,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Legion R7000P 2025 | R9 8945HX | 5070 | 16G | 1TB,0.0,2.0,1.1179429849077698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
ThinkPad X1 Carbon Gen 9 i7-1165G7 16GB/512GB,0.0,0.0,-0.1117942984907769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Apple Macbook Air M4 16GB/256GB,0.0,-1.0,0.2520961430967021,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Laptop MSI Modern i3-11th 8GB/256GB Màn 14inch FHD,-1.0,-1.0,-0.6534376746785914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Lenovo LOQ 16 Ryzen 5 RTX 4050 16GB 512GB | 165Hz,0.0,0.0,0.1403018446059251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Acer Nitro 5 AN515 i5-11400H 8G/256G,-1.0,-1.0,-0.4745667970933482,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Dell 5370 i5 gen 8 13.3 inch 8GB/256GB,-1.0,-1.0,-0.6646171045276691,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
LAPTOP ASUS I5 12450H/8GB/512GB/3050 4G/15.6144Hz,-1.0,0.0,-0.1950810508664058,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Dell Alienware 16 i7-240H 16GB/1TB,0.0,2.0,0.7831190609278926,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Macbook Air M4 13 16GB/256GB 8GPU VN LL,0.0,-1.0,0.2124091671324762,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
PRO 13.3 2019 / I5 / 8GB / 128G / FULL SẠCH,-1.0,-1.5,-0.5695919508105086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
MACBOOK PRO 2020 / I7 / 32GB / 512G / FULL SẠCH US,2.0,0.0,-0.3068753493571828,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
MSI Thin GF63 i5-12450H 16GB/512GB RTX 4050 6GB,0.0,0.0,-0.1168250419228619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Lenovo i5 8GB/256GB 13 inch Bạc,-1.0,-1.0,-0.6478479597540525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Asus Zenbook 13 OLed, i7 1165G7 16GB/512GB",0.0,0.0,-0.4354387926215763,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SurFace Pro 7Plus / I5 / 16G / 256G / 2IN1,0.0,-1.0,-0.3465623253214086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Lenovo Ideapad i7-1155G7 15.6 inch 8GB/256GB,-1.0,-1.0,-0.6031302403577418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Huawei Matebook E 2022 i5-1130G7/8G/256G/OLED 2K+,-1.0,-1.0,-0.3627724986025712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
MacBook Pro 2020 i7 / 16GB / 1TB CÒN BẢO HÀNH,0.0,2.0,-0.1732811626607043,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Dell Latitude E5450 i7 12GB/512GB Đen,-0.5,0.0,-0.6981553940749021,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Dell Latitide 7410 i7 Gen 10 Ram 16G/SSD 256G 14in,0.0,-1.0,-0.5304639463387367,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Laptop Nhut i5 Gen 4 8GB/128GB Đen,-1.0,-1.5,-0.7931805477920626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
MacBook Pro 2020 i5 16GB/512GB màn sọc,0.0,0.0,-0.5863610955841252,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Lenovo Gaming 3/R5-5500H /15.6 inch /16GB/512GB,0.0,0.0,-0.2509782001117943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Lenovo Legion 9i Ultra 9 18 inch 64GB/4TB,3.0,3.0,3.586920067076579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Dell 7420 i7 1185G7, R 16GB, SSD NVMe 256g,14in",0.0,-1.0,-0.4751257685858021,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Apple MacBook Pro 2020 i5 16GB/256GB,0.0,-1.0,-0.4186696478479597,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Acer A315 Core I3-7100U 4GB/128GB,-1.5,-1.5,-0.7540525433202907,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Lenovo 3 14IRH10 i5-13420H/16GB/512GB 14inch,0.0,0.0,-0.1168250419228619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Dell Inspiron 15 i5-1235U 15.6 inch 8GB/512GB,-1.0,0.0,-0.5304639463387367,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Dell 7530 i7 8th-8850H.Vga P2000. Ram 16G.SSD 256G,0.0,-1.0,-0.3571827836780324,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Lenovo Ideapad 320 i7 15.6 inch 8GB/256GB,-1.0,-1.0,-0.6925656791503634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
HP 15-dy2 i5-1135G7 15.6 inch 8GB/256GB,-1.0,-1.0,-0.4913359418669648,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Dell Latitude 5430 i5-1235U 14 inch 16GB/256GB,0.0,-1.0,-0.4633873672442705,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Lenovo Gaming 3 R5 6600H RTX3050 16G/512G 15.6,0.0,0.0,-0.0609278926774734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
MacBook 14inch M1 Pro 16GB/512GB,0.0,0.0,0.2800447177193963,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Lenovo 5 OLED 15ARP10 R7 7735HS/16G/512G 15,0.0,0.0,0.0558971492453884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Macbook Air 2020 I3 Gen 10 8GB/256GB 13.3 Retina,-1.0,-1.0,-0.4745667970933482,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Apple Macbook Pro M1 2020 8G/256G Bạc,-1.0,-1.0,-0.2286193404136389,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Lenovo S340 i5 1035G4 15.6 inch 8GB/512GB,-1.0,0.0,-0.5589714924538849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Asus ROGTRIX Gaming I7 10750H / 16G / 512GB / GTX,0.0,0.0,-0.3404136389044159,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Apple MacBook Pro A1502 i5 8GB/256GB,-1.0,-1.0,-0.7372833985466741,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
HP EliteBook 840 G5 i5 8GB/256GB,-1.0,-1.0,-0.6478479597540525,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Dell Inspiron 3511 ( i7-1165G7/16GB/256GB) 15.6inc,0.0,-1.0,-0.514253773057574,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Asus Vivobook A415E ( i3-1125G4/8GB/512GB ) 14inch,-1.0,0.0,-0.6819452207937395,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
HP ProBook 650 G3 i3 8GB/256GB,-1.0,-1.0,-0.7652319731693683,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Dell Precision 7520 i7-7820HQ 32GB/512GB,2.0,0.0,-0.5304639463387367,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Lenovo Thinkpad P15s Gen 2 i7 15.6 inch 8GB/512GB,-1.0,0.0,-0.3907210732252655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
HP Zbook Power 15 G8 i7 11800h 16GB/256GB,0.0,-1.0,-0.2789267747344885,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Dell XPS 14 9440 Ultra 7 155H 32G 512G W11 Pro,2.0,0.0,0.6042481833426495,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Apple MacBook Pro M1 Pro 16 inch 32GB/512GB,2.0,0.0,0.4477361654555618,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Dell Latitude 7480 i5 / 8G / SSD 256G 14 inch,-1.0,-1.0,-0.7820011179429849,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Thinkpad X1 Carbon Gen 7, core i7 Ram 16GB - 512GB",0.0,0.0,-0.5304639463387367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Lenovo Legion 5 Y7000 2025 Ultra 7 16GB/1TB/5060,0.0,2.0,0.8949133594186697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
GPD Win Max 2 AMD Ryzen 7 16GB/1TB,0.0,2.0,-0.0273896031302403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
HP Elitebook 830G7 i5 - RAM 8GB - SSD 256GB,-1.0,-1.0,-0.5807713806595863,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
MSI Modern 15 R5 5500U 8GB/512GB zin,-1.0,0.0,-0.6198993851313583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Thinkpad P53 i7 9750H 16G 256G T1000 15FHD 500nits,0.0,-1.0,-0.262157629960872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
HP 830 G6 i5-8265U 8GB/256GB FHD,-1.0,-1.0,-0.7037451648965902,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
VAIO i7 Gen 8 8GB/256GB 13.3 inch Đen,-1.0,-1.0,-0.7261039686975964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Lenovo Core i5/8GB/256GB SSD 14 inch,-1.0,-1.0,-0.5975405254332029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Samsung 500R5K i5-5200U 15.6 inch 8GB/128GB,-1.0,-1.5,-0.7149245388485187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ASUS Vivobook i5 Gen 11 8GB/512GB,-1.0,0.0,-0.6198993851313583,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
MacBook Air M2 Ram 16GB Ssd 256gb Bh Apple 25/4/26,0.0,-1.0,-0.0050866405813303,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Lenovo IdeaPad Gaming 3 16GB/512GB I5-12500H,0.0,0.0,-0.111235326998323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Acer Aspire A515-58 i5-13420H 15.6 inch 16GB/512GB,0.0,0.0,-0.3124650642817216,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Dell XPS 9500 i7-10875H -16GB/512GB Vga 1650TI,0.0,0.0,-0.257126886528787,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Lenovo Flex 5 Chrome i5/1235U 8G 512G Cảm gập 360,-1.0,0.0,-0.4745667970933482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Pass Asus Vivobook X415EA i3 14 inch 8GB/512GB,-1.0,0.0,-0.6590273896031302,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
MSI GF63 Thin 9SC i7-9750H 15.6 inch 8GB/256GB,-1.0,-1.0,-0.5472330911123533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
MACBOOK 13 AIR 2019 / I5 / 16G / 512G / FULL SẠCH,0.0,0.0,-0.5472330911123533,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Surface Pro 5 i5 8GB/256GB màn 2k,-1.0,-1.0,-0.7540525433202907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
PRO 16 2019 GRAY / I7 / 32G/ 512G / VGA PRO 5300M,2.0,0.0,-0.2789267747344885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Lenovo Ideapad 3 R5 15.6 inch 16GB/512GB,0.0,0.0,-0.3912800447177194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Apple MacBook Air 13 M1 16GB/256GB giá tốt,0.0,-1.0,-0.3353828954723309,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Surface Laptop 4 Ryzen 5 8GB/128GB giá hạt dẻ,-1.0,-1.5,-0.4857462269424259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Dell 5521 i7 11850H.Vga Rời. FHD. Ram 16G.SSD 256G,0.0,-1.0,-0.2509782001117943,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
