ten_san_pham,thuong_hieu,cpu,ram_gb,o_cung_gb,vga,gia_ban
ASUS Vivobook S 16 OLED S5606MA-MX051W : Ultra 7-155H | 16GB RAM | 512GB SSD | Arc Graphics | 16 inches 3.2K | Windows 11 | Xanh,ASUS,ULTRA 7-155H,16,512GB SSD,ARC GRAPHICS,23400000
HP Victus 16-s1148AX AZ0D3PA : R5 8645HS | 16GB RAM | 512GB SSD | RTX 4050 6GB | 16.1 inch FHD | Windows 11 Home | Black,HP,AMD RYZEN 5 8645HS,16,512GB SSD,RTX 4050 6GB,23400000
Lenovo Yoga Slim 7 14IMH9 : Ultra 7-155H | 32GB RAM (OB) | 1TB SSD | Intel Arc Graphics | 14 inch 2.8K OLED | Windows 11 | Silver,LENOVO,ULTRA 7 155H,32,1TB SSD,ARC GRAPHICS,23450000
Dell Latitude 7450 : Ultra 7-155U | 16GB RAM (OB) | 512GB SSD | 14 inch FHD+ | Integrated Intel Graphics | Windows 11 Pro | Meteor Silver | Outlet NEW,DELL,ULTRA 7-155U,16,512GB SSD,INTEGRATED INTEL GRAPHICS,23490000
Dell Pro 14 PC14250 PC14250-225U-16512WH : Ultra 5 225U | 16GB RAM | 512GB SSD | Intel Graphics | 14 inch FHD+ | Windows 11 | Đen,DELL,DELL PRO 14 PC14250 PC14250-225U-16512WH : ULTRA 5 225U,16,512GB SSD,INTEL GRAPHICS,23490000
Dell Inspiron 5441 71069158 : Snapdragon X X1-26-100 | 16GB RAM | 512GB SSD | 14 inch FHD+ | Finger Print | Windowns 11 Home | Office Home 2024 | Office 365 Basic | Grey Titan,DELL,N/A,16,512GB SSD,N/A,23500000
Dell Precision 5570 : i7-12800H | 16GB RAM | 512GB SSD | RTX A1000 4GB | 15.6 inch FHD | Likenew 99.9%,DELL,N/A,16,512GB SSD,RTX A1000 4GB,23500000
Dell 14 DC14250 F0FTK7 : Core 7 150U | 16GB RAM | 512GB SSD | MX570A 2GB | 14 inch FHD+ | Windows 11 + Office Home 2024 | Finger | Platinum Silver,DELL,CORE 7 150U,16,512GB SSD,N/A,24999000
Dell Inspiron 5440 C5U161W11IBU : Core 5-120U | 16GB RAM | 1TB SSD | Intel Graphics | 14 inch FHD+ | Finger | Windows 11 + Office Home 2024 | Ice Blue,DELL,CORE 5 120U,16,1TB SSD,INTEL GRAPHICS,23599000
Acer Nitro V 15 ANV15-41-R0FE : Ryzen 7 7735HS | 16GB RAM | 512GB SSD | NVIDIA GeForce RTX 3050 6GB | 15.6″ FHD 180Hz IPS | Windows 11,ACER,ACER NITRO V 15 ANV15-41-R0FE : RYZEN 7 7735HS,16,512GB SSD,NVIDIA GEFORCE RTX 3050 6GB,23600000
Lenovo LOQ 15ARP9 83JC003VVN : R7-7435HS | RTX 4050 | 12GB RAM | 512GB SSD | 15.6 inch FHD 144Hz | Windows 11 | Xám,LENOVO,N/A,12,512GB SSD,RTX4050 6GB,23650000
ASUS Zenbook UX3402VA-KM085W : i5-1340P | 16GB RAM | 512GB SSD | Intel Iris Xe | 14 inch OLED 2.8K | Windows  11 | Blue,ASUS,N/A,16,512GB SSD,INTEL IRIS XE GRAPHICS,23699000
Dell Pro 14 Essential PV14250 PV14250-150U-161TBW : Core 7 150U | 16GB RAM | 1TB SSD | Intel Graphics | 14 inch FHD+ | Windows 11 | Platinium Silver,DELL,CORE 7 150U,16,1TB SSD,INTEL GRAPHICS,23799000
Dell Pro 14 Essential PV14250 71084490 : Core 7 150U | 16GB RAM | 512GB SSD | Intel Graphics | 14 inch FHD+ | Windows 11 | Platinium Silver,DELL,CORE 7 150U,16,512GB SSD,INTEL GRAPHICS,23899000
ASUS Vivobook S14 OLED S5406SA-PP060WS : Ultra 5-226V | 16GB RAM | 512GB SSD | Arc Graphics | 14 inches 3K | Windows 11 | Xanh,ASUS,ULTRA 5-226V,16,512GB SSD,ARC GRAPHICS,23900000
Acer Nitro ANV15-52-50VA : Core 5-210H | 16GB RAM | 512GB SSD | RTX 3050 6GB | 15.6 inch FHD 180Hz | Windows 11 | Đen,ACER,CORE 5-210H,16,512GB SSD,RTX 3050 6GB,23900000
Lenovo IdeaPad Slim 5 14IMH9 83DA006UVN : Ultra 7-155H | 16GB RAM | 512GB SSD | Intel UHD Graphics | 14 inch WUXGA | Windows 11 Home | Grey,LENOVO,ULTRA 7-155H,16,512GB SSD,INTEL UHD GRAPHICS,23900000
HP Elitebook 630 G10 9J0B6PT : i7 1355U | 8GB RAM | 512GB SSD | Intel Iris Xe Graphics | 13.3 FHD | Windows 11 | Silver,HP,N/A,8,512GB SSD,INTEL IRIS XE GRAPHICS,23900000
Dell Latitude 3450 71058806 : i7-1355U | 16GB RAM | 512GB SSD | Intel UHD Graphics | 14 inch FHD | Win 11 Home | Black,DELL,INTEL CORE I7-1355U,16,512GB SSD,INTEL UHD GRAPHICS,23900000
Lenovo ThinkPad E14 Gen 6 21M7004WVA : Ultra 7 155H | 16GB RAM | 512GB SSD | Intel Arc Graphics | 14inch WUXGA | No OS | Black,LENOVO,INTEL CORE ULTRA 7 155H,16,512GB SSD,INTEL ARC GRAPHICS,23900000
HP Victus 15-fb3115AX BX9C9PA : R7-7445HS | 16GB RAM | 512GB SSD | RTX 4050 6GB | 15.6 inch FHD 144Hz | Win 11 Home | Mica Silver,HP,RYZEN 7-7445HS,16,512GB SSD,RTX 4050 6GB,24000000
HP ProBook 4 G1i 16 BQ5D4PT : U5-225U | 16GB RAM | 512GB SSD | Intel Graphics | 16 inch WUXGA | Windows 11 | Bạc,HP,N/A,16,512GB SSD,INTEL GRAPHICS,24000000
MSI Cyborg A13VE-090VN : i7-13620H | 16GB RAM | 512GB GB | RTX 4050 6GB | 14 inch FHD+ 144Hz | Single Backlit Keyboard (Blue) | Windows 11 | Translucent Black | Tặng kèm Balo,MSI,N/A,16,N/A,RTX 4050 6GB,24500000
Dell Latitude 9420 : i5-1145G7 | 16GB RAM | 512GB SSD | Intel Iris Xe Graphics | 14 inch FHD+ | Windows 10 Pro | Xám,DELL,N/A,16,512GB SSD,INTEL IRIS XE GRAPHICS,25999000
MSI Prestige 13 AI Evo A1MG 241VN : Core Ultra 5-125H | 16GB RAM | 512GB SSD | Intel® Arc Graphics | 13.3 inch 2.8K OLED | Led Keyboard | Windows 11 | Pure White,MSI,CORE ULTRA 5-125H,16,512GB SSD,INTEL® ARC™ GRAPHICS,24600000
ASUS Vivobook S16 OLED S5606CA-RI114WS : Ultra 5-225H | 16GB RAM | 512GB SSD | Arc Graphics | 16 inches 3K | Windows 11 | Xanh,ASUS,ULTRA 5-225H,16,512GB SSD,ARC GRAPHICS,24600000
MSI Prestige 14 AI Evo C1MG 081VN : Ultra 5-125H | 16GB RAM | 512GB SSD | Intel® Arc Graphics | 14 inch 2.8K | Led Keyboard | Windows 11 | Stellar Gray,MSI,CORE ULTRA 5-125H,16,512GB SSD,INTEL® ARC™ GRAPHICS,24600000
Acer Swift Go 14 AI SFG14-73-71ZX : Core Ultra 7 155H | 16GB RAM | 512GB SSD | ARC™ Graphics | 14 inch 2.8K | Windows 11 | Bạc,ACER,CORE ULTRA 7 155H,16,512GB SSD,INTEL® ARC™ GRAPHICS,24600000
ACER Nitro V ANV15-41-R7CR : R5-7535HS | 16GB RAM | 512GB SSD | RTX 4050 6GB	| 15.6 inch FHD IPS 180Hz | Obsidian Black | Tặng Balo SUV,ACER,N/A,16,512GB SSD,RTX 4050 8GB,24700000
Dell Inspiron 14 5441 N4O10441W1 : Snapdragon X Plus X1P-64-100 | 16GB RAM | 1TB SSD | Qualcom Adreno | 14 inch FHD+ | Windows 11 + Office Home 2024 | Xám,DELL,N/A,16,1TB SSD,N/A,26199000
Dell Gaming G15-5530 : i5-13450HX | 16GB RAM | 512GB SSD | 15.6 inch FHD 165Hz | RTX 4050 6GB | Windows 11 | Black,DELL,N/A,16,512GB SSD,RTX 4050 6GB,24750000
Dell 14 Plus DB14250: Ultra 7-256V | 16GB RAM | 1TB SSD | 14 inch FHD Touch | Intel Arc Graphics | Windows 11 | Ice Blue,DELL,ULTRA 7 256V,16,1TB SSD,INTEL ARC GRAPHICS,24900000
Acer Swift Go AI OLED SFG14-73-75YM : Core Ultra 7 155H | 16GB RAM | 512GB SSD | FingerPrint | Arc Graphics | 14 inch 2.8K | Windows 11 | Bạc,ACER,CORE ULTRA 7 155H,16,512GB SSD,INTEL ARC GRAPHICS,24900000
Dell 14 DC14250 C7U161W11SLU : Core 7 150U | 16GB RAM | 1TB SSD | Intel Graphics | 14 inch FHD+ | Windows 11 + Office Home 2024 | Finger | Platinum Silver,DELL,CORE 7 150U,16,1TB SSD,INTEL GRAPHICS,24900000
iPad Pro 2021 M1 MHNG3 12.9 inch (128GB | Wifi | Silver ),Other,APPLE M1,N/A,N/A,N/A,24990000
Dell Inspiron 5420 DGDCG1 : i5-1235U | 16GB RAM | 512GB SSD | Intel Iris Xe Graphics + MX570 2GB | 14.0 inch FHD+ | Windows 11 + Office | Silver,DELL,N/A,16,512GB SSD,INTEL IRIS XE GRAPHICS + MX570 2GB,24999000
HP ProBook 440 G11 A74BBPT : Ultra 5 125H |  16GB RAM | 512GB SSD | Intel Graphics | 14 inch WUXGA | Windows 11 Pro |Silver,HP,ULTRA 5 125H,16,512GB SSD,INTEL® ARC™ GRAPHICS,25000000
Dell Inspiron 5440 7FN5J : Core 7-150U | 16GB RAM | 1TB SSD | Intel ARC Graphics | 14 inch FHD+ | Finger | Windows 11 + Office | Ice Blue,DELL,CORE 7-150U,16,1TB SSD,INTEL GRAPHICS,25099000
Dell Inspiron 5640 C7U161W11IBU : Core 7-150U | 16GB RAM | 1TB SSD | Intel ARC Graphics | 16 inch FHD+ | Windows 11 + Office | Ice Blue,DELL,ULTRA 7-150U,16,1TB SSD,INTEL ARC GRAPHICS,25200000
Dell Inspiron 5440 C7U165W11IBD2 : Core 7-150U | 16GB RAM | 512GB SSD | Intel Graphics + MX570 2GB | 14 inch FHD+ | Finger | Windows 11 + Office Home 2024 | Ice Blue,DELL,CORE 7 150U,16,512GB SSD,INTEL GRAPHICS + MX570 2GB,25299000
Dell 16 DC16250 C7U161W11BLU : Core 7-150U | 16GB RAM | 1TB SSD | Intel Graphics | 16 inch FHD+ Touch | Windows 11 + Office Home 2024 | Carbon Black,DELL,CORE 7-150U,16,1TB SSD,INTEL GRAPHICS,25499000
HP Envy X360 14 fc0161TU AY8X0PA : Ultra 5 125U | 16GB RAM |  512GB SSD | Intel Graphics | 14 inch diagonal | Windows 11 Home | Blue,HP,INTEL CORE ULTRA 5 125U,16,512GB SSD,INTEL GRAPHICS,25500000
Dell Pro 14 PC14250 01MTXTPC14250.235U.09 : Ultra 5-235U vPro | 16GB RAM | 512GB SSD | Intel Graphics | 14 inch FHD+ | Windows 11 Pro | Platinum Silver,DELL,DELL PRO 14 PC14250 01MTXTPC14250.235U.09 : ULTRA 5-235U VPRO,16,512GB SSD,INTEL GRAPHICS,27299000
Dell Latitude 5450 L5450-125U-16512U : Ultra 5-125U | 16GB RAM | 512GB SSD | Intel Graphics | 14 inch FHD | Ubuntu | Grey,DELL,DELL LATITUDE 5450 L5450-125U-16512U : ULTRA 5-125U,16,512GB SSD,INTEL GRAPHICS,25799000
HP Probook 460 G11 A74BYPT: Ultra 5-125H | 16GB RAM | 512GB SSD | Intel Arc Graphics | 16 inch WUXGA | Led Keyboard | Windows 11 Pro | Silver,HP,ULTRA 5 125H,16,512GB SSD,INTEL ARC GRAPHICS,25800000
HP ProBook 440 G11 A74BHPT : Ultra 7-155U | 16GB RAM | 512GB SSD | Intel UHD Graphics | 14 inch WUXGA | Win 11 Home | Silver,HP,INTEL CORE ULTRA 7-155U,16,512GB SSD,INTEL UHD GRAPHICS,26000000
Lenovo ThinkPad L16 Gen 1 21L3003LVA : Ultra 7 155H | 16GB RAM | 512GB SSD | Intel Arc Graphics | 16 inch WUXGA | No OS | Black,LENOVO,LENOVO THINKPAD L16 GEN 1 21L3003LVA : ULTRA 7 155H,16,512GB SSD,INTEL ARC GRAPHICS,26200000
[New Outlet] Dell 16 Plus DB16250 2025 : Core Ultra 9 288V | 32GB RAM | 1TB SSD | Intel Arc 140V | 16 inch FHD+ | Touch | Windows 11 | Ice Blue,DELL,CORE ULTRA 9 288V,32,1TB SSD,N/A,26300000
Dell Inspiron 14 7440 N4I5006W1 : Core 5-120U | 16GB RAM | 1TB SSD | Intel Graphics | 14 inch FHD+ | Win 11 Home | Office Home and Student 2021 | Blue,DELL,INTEL CORE 5-120U,16,1TB SSD,INTEL GRAPHICS,26300000
HP EliteBook 630 G11 A7LJ5PT : Ultra 5-125U | 16GB RAM | 512GB SSD | Intel UHD Graphics | 13.3 inch WUXGA Touch | Win 11 Pro | Silver,HP,INTEL CORE ULTRA 5-125U,16,512GB SSD,INTEL UHD GRAPHICS,26300000
Dell Inspiron 5640 KHPF5 : Core 7-150U | 16GB RAM | 1TB SSD | Intel Arc Graphics + MX570A 2GB | 16 inch FHD+ | Windows 11 + Office | Finger | Ice Blue,DELL,CORE 7-150U,16,1TB SSD,INTEL ARC GRAPHICS + MX570A 2GB,26300000
Dell Inspiron 14 5441 5MNK1 : Snapdragon X Plus X1P-64-100 | 16GB RAM | 512GB SSD | Qualcom Adreno | 14 inch FHD+ | Windows 11 | Office 24 | Xám,DELL,N/A,16,512GB SSD,N/A,26399000
MSI Prestige 13 AI Evo A1MG 240VN : Core Ultra 5-125H | 32GB RAM | 512GB SSD OLED | Led Keyboard | Windows 11 | Pure White,MSI,CORE ULTRA 5-125H,32,512GB SSD OLED,INTEL® ARC™ GRAPHICS,26400000
MSI Prestige 14 AI Evo C1MG 080VN : Core Ultra 5-125H | 32GB RAM | 512GB SSD | Intel® Arc Graphics | 14 inch 2.8K | Led Keyboard | Windows 11 | Stellar Gray,MSI,CORE ULTRA 5-125H,32,512GB SSD,INTEL® ARC™ GRAPHICS,26500000
Dell 16 DC16251 DC6C7557W1-SILVER : Core 7 150U | 16GB RAM | 1TB SSD | GeForce MX570A 2GB | 16 inch FHD+ | Windows 11 + Office Home 2024 | Platinum Silver,DELL,CORE 7 150U,16,1TB SSD,N/A,26499000
Dell Inspiron 5440 71034770 : Core 7-150U | 16GB RAM | 1TB SSD | Intel Graphics + MX570 2GB | 14 inch 2.2K | Finger | Windows 11 + Office | Ice Blue,DELL,CORE 7-150U,16,1TB SSD,INTEL GRAPHICS + MX570 2GB,26700000
ASUS Vivobook S16 S5606CA-RI171WS : Ultra 7-255H | 16GB RAM | 512GB SSD | Intel Arc Graphics | 16 inch 3K OLED | Windows 11 + Office | Mist Blue,ASUS,ULTRA 7-255H,16,512GB SSD,INTEL ARC GRAPHICS,26900000
HP Elitebook 635 Aero G11 - B91D3PT : R7 8840HS | 32GB RAM | 512GB SSD | AMD Radeon Graphics | 13.3 inch WUXGA | Windows 11 | Silver,HP,N/A,32,512GB SSD,AMD RADEON GRAPHICS,27100000
HP ProBook 440 G11 A74BLPA : Ultra 7-155H | 16GB RAM | 512GB SSD | Intel Arc Graphics |14 inch WUXGA Touch | Fingerprint | Windows 11 | Silver,HP,ULTRA 7 155H,16,512GB SSD,INTEL UHD GRAPHICS,27200000
Dell Pro 14 PC14250-235U-16512W : Ultra 5-235U vPro | 16GB RAM 5600MHz | 512GB SSD | Intel Graphics | 14 inch WUXGA | Keyboard Non-Backlit | Windows 11 Pro,DELL,ULTRA 5-235U VPRO,16,512GB SSD,INTEL GRAPHICS,27200000
Lenovo ThinkPad T14s Gen 4 21F600AAVA : i7-1355U | 16GB RAM | 512GB SSD | Intel Iris Xe Graphics | 14 inch WUXGA | NoOS | Black,LENOVO,INTEL CORE I7-1355U,16,512GB SSD,INTEL IRIS XE GRAPHICS,27300000
Dell Pro 14 Plus PB14250 PB14250-235U-16512W : Ultra 5 235U vPro | 16GB RAM | 512GB SSD | Intel Graphics | 14 inch FHD+ | Windows 11 | Platinum silver,DELL,DELL PRO 14 PLUS PB14250 PB14250-235U-16512W : ULTRA 5 235U VPRO,16,512GB SSD,INTEL GRAPHICS,27299000
LG Gram 2024 14Z90S-G.AH55A5 : Ultra 5-125H | 16GB RAM | 512GB SSD | Intel Arc Graphics | 14 inch WUXGA | Windows 11 | Black,Other,LG GRAM 2024 14Z90S-G.AH55A5 : ULTRA 5-125H,16,512GB SSD,INTEL ARC GRAPHICS,27400000
MSI Cyborg 15 AI A1VEK-053VN: Ultra 7 155H | 16GB RAM  | 512GB SSD  | RTX 4050 6GB | 15.6 IPS 144Hz FHD | RGB Keyboard | Windows 11 | Black,MSI,ULTRA 7 155H,16,512GB SSD,RTX 4050,27500000
Asus ZenBook 14 UX3405CA-PZ187WS : Ultra 5-225H | 16GB RAM | 512GB SSD | Intel Arc 130T | 14 inch 3K OLED 120Hz | Touch | Windows 11 | Office Home 2024 | Xanh,ASUS,ASUS ZENBOOK 14 UX3405CA-PZ187WS : ULTRA 5-225H,16,512GB SSD,N/A,27500000
MSI Prestige 14 AI Studio C1UDXG-058VN : U7-155H | 16GB RAM | 1TB SSD | RTX3050/6GB | 14.0 FHD+ | Windows 11 | Stellar Gray,MSI,N/A,16,1TB SSD,RTX3050/6GB,27500000
Lenovo IdeaPad Pro 5 16IMH9: Ultra 9 185H | 32GB RAM | 1TB SSD | RTX 4050 6GB | 16 inch OLED  | Touch | Windows 11 | Storm Grey,LENOVO,ULTRA 9 185H,32,1TB SSD,RTX 4050,27700000
Dell 16 Plus DB16250 DB6U5387W1 : Ultra 5-226V | 16GB RAM | 1TB SSD | 16 inch 2.5K | Intel Arc 130V | Windows 11 + Office Home 2024 | Ice Blue,DELL,DELL 16 PLUS DB16250 DB6U5387W1 : ULTRA 5-226V,16,1TB SSD,N/A,27799000
MSI Katana 15 B13VFK-676VN : i7-13620H | 16GB RAM | 1TB SSD | RTX 4060 8GB | 15.6 inch FHD 144Hz | RGB Keyboard | Windows 11,MSI,N/A,16,1TB SSD,RTX 4060 8GB,28000000
Dell Pro 14 PC14250 01MTXTPC14250.255U.03 : Ultra 7-255U | 16GB RAM | 512GB SSD | Intel Graphics | 14 inch FHD+ | Windows 11 Home | Platinum Silver,DELL,DELL PRO 14 PC14250 01MTXTPC14250.255U.03 : ULTRA 7-255U,16,512GB SSD,INTEL GRAPHICS,29799000
HP Envy x360 14-fc0092TU A19C2PA : Ultra 5-125U | 16GB RAM | 1TB SSD | Intel Iris Xe Graphics | 14 inch OLED | Touch | Win11 Home | Pen | Silver,HP,INTEL CORE ULTRA 5-125U,16,1TB SSD,INTEL IRIS XE GRAPHICS,28300000
HP Envy x360 14-fc0091TU A19C1PA : Ultra 5-125U | 16GB RAM | 1TB SSD | Intel Iris Xe Graphics | 14 inch OLED | Touch | Win11 Home | Pen | Blue,HP,INTEL CORE ULTRA 5-125U,16,1TB SSD,INTEL IRIS XE GRAPHICS,28300000
Lenovo ThinkPad E14 Gen 7 21SX002YVN : Ultra 7 255H | 16GB RAM | 512GB SSD | Intel Arc Graphics | 14 inch WUXGA | Windows 11,LENOVO,LENOVO THINKPAD E14 GEN 7 21SX002YVN : ULTRA 7 255H,16,512GB SSD,INTEL ARC GRAPHICS,28800000
HP ProBook 4 G1i 16 BQ5D7PT :  U5-225H | 16GB RAM | 512GB SSD | Intel Arc 130T | 16 inch WUXGA | Windows 11 | Bạc,HP,N/A,16,512GB SSD,INTEL ARC GRAPHICS 130T,28300000
Lenovo ThinkPad E14 Gen 7 21SX0031VN : U7-255H | 32GB RAM | 512GB SSD | Intel Arc 140T | 14 inch WUXGA IPS | Windows 11 | Đen,LENOVO,N/A,32,512GB SSD,N/A,28500000
ASUS TUF Gaming F15 FX507VV-LP304W : i7-13620H | 16GB RAM | 1TB SSD | RTX4060/8GB | 15.6 inch FHD | Windows 11 | Xám,ASUS,N/A,16,1TB SSD,RTX 4060 8GB GDDR6,28600000
Lenovo Yoga Slim 7 14IMH9 83CV001UVN : Ultra 7-155H | 32GB RAM | 512GB SSD | Intel Arc Graphics | 14 inch WUXGA OLED | Win 11 Home | Office Home & Student 2021 | Grey,LENOVO,INTEL CORE ULTRA 7-155H,32,512GB SSD,INTEL ARC GRAPHICS,28700000
Lenovo ThinkPad T14S GEN 6 21R10001VA : Core Ultra 5 225U | 16GB RAM | 512GB SSD | Intel Graphics | 14 inch WUXGA | No OS | Black,LENOVO,ULTRA 5 225U,16,512GB SSD,INTEL GRAPHICS,28900000
ASUS ZenBook 14 OLED UX3405MA : Ultra 9-185H | 32GB RAM | 1TB SSD | Intel Arc Graphics | 14 inch 2.8K OLED 120Hz | Windows 11 | Ponder Blue Aluminum,ASUS,ULTRA 9-185H,32,1TB SSD,INTEL ARC GRAPHICS,28950000
ASUS Vivobook S 14 OLED S5406SA-PP059WS : Ultra 7-258V | 32GB RAM | 1TB SSD | UMA | 14 inches 3K | Windows 11 | Xanh,ASUS,ULTRA 7-258V,32,1TB SSD,N/A,29000000
LENOVO ThinkPad E14 Gen 7 21SX0032VN: Ultra 7-255H | 32GB RAM | 1TB SSD | Intel Arc 140T GPU | 14.0 inch WUXGA | Win 11 | Black,LENOVO,ULTRA 7-255H,32,1TB SSD,N/A,29000000
Acer Nitro ANV15-52-73Z8 : Core 7-240H | 16GB RAM | 512GB SSD | RTX 4050 6GB | 15.6 inch FHD 180Hz | Windows 11 | Đen,ACER,CORE 7-240H,16,512GB SSD,RTX 4050 6GB,29000000
Acer Swift 14 AI OLED SF14-51-53P9 : Core Ultra 5 226V | 16GB RAM | 1TB SSD | Arc Graphics 130V | 14 inch 3K | Windows 11 | Xanh,ACER,CORE ULTRA 5 226V,16,1TB SSD,ARC GRAPHICS 130V,29000000
HP Probook 440 G11 A74BMPT : Ultra 7-155H | 16GB RAM | 512GB SSD | Intel Graphics | 14 inch WUXGA | Webcam | Fingerprint | Windows 11 | Silver,HP,ULTRA 7 155H,16,512GB SSD,INTEL GRAPHICS,29100000
Dell Pro 13 Plus PB13250 71084491 : Ultra 5-235U | 16GB RAM | 512GB SSD | Intel Graphics | 13.3 inch FHD+ | Windows 11 Home | Platinum Silver,DELL,DELL PRO 13 PLUS PB13250 71084491 : ULTRA 5-235U,16,512GB SSD,INTEL GRAPHICS,29199000
Dell Latitude 5350 71058803: Ultra 7 165U | 16GB RAM | 512GB SSD | Intel Graphics | 13.3 inch FHD | Windows 11 | Gray,DELL,ULTRA 7 165U,16,512GB SSD,INTEL GRAPHICS,29200000
Dell Latitude 7440 42LT744001 : i5-1335U | 8GB RAM | 256GB SSD | Intel Iris Xe Graphics | 14 inch FHD+ | Ubuntu Linux 22.04 | Grey,DELL,N/A,8,256GB SSD,INTEL IRIS XE,29500000
Lenovo Lecoo Fighter 7000 2025 :  R9-8940HX | 16GB RAM | 1TB SSD | RTX 5060 8GB | 16.0 inch  2.5K 180Hz | Windows 11 | Gray,LENOVO,N/A,16,1TB SSD,RTX 5060 8GB,29550000
Dell Latitude 5450 BTX Base 42LT545001 : Ultra 7-155U | 16GB RAM | 512GB SSD | Intel Graphics | 14 inch FHD | Win 11 Home | Grey,DELL,ULTRA 7-155U,16,512GB SSD,INTEL GRAPHICS,29599000
HP Envy x360 14-fc0087TU A19BXPA : Core Ultra 7-155U | 16GB RAM | 1TB SSD |  Intel® Graphics | 14.0 inch OLED 2.8K | Touch + Pen | Windows 11 | Blue,HP,ULTRA 7-155U,16,1TB SSD,INTEL® GRAPHICS,29600000
ASUS TUF Gaming F16 FX608JH-RV039W : i5-13450HX | 16GB RAM | 1TB SSD | RTX 5050 8GB	| 16 inch WUXGA 144Hz | RGB Keyboard | Windows 11 | Jaeger Gray,ASUS,N/A,16,1TB SSD,RTX 5050 8GB,29700000
Dell Pro 14 Plus PB14250 71076112 : Ultra 5-236V | 16GB RAM | 512GB SSD | Intel Graphics | 14 inch FHD+ | Finger | Windows 11,DELL,ULTRA 5-236V,16,512GB SSD,INTEL GRAPHICS,29900000
Lenovo Yoga Pro 7 14ASP9 : Ryzen AI 9 365 | 32GB RAM | 1TB SSD | AMD Radeon Graphics 880M | 14.5 inch 3K Touch 120Hz | Windows 11 | Luna Gray,LENOVO,AMD RYZEN AI 9 365,32,1TB SSD,RADEON 880M,29900000
HP EliteBook 640 G11 A7LB4PT : Ultra 7-165U | 16GB RAM | 512GB SSD | Intel UHD Graphics | 14 inch WUXGA | Win11 Home | Silver,HP,INTEL CORE ULTRA 7-165U,16,512GB SSD,INTEL UHD GRAPHICS,30000000
Acer Nitro V ANV15-51-91T5: 9-13900H | 16GB RAM | 512GB SSD | RTX 4060 | 15.6 inch FHD |	Led KB | Windown 11 | Obsidian Black,ACER,N/A,16,512GB SSD,RTX 4060,30500000
Dell Alienware 16 Aurora 71072939 : Core 5-210H | 16GB RAM | 512GB SSD | 16 inch WQXGA 120Hz | RTX 3050 6GB | Windows 11 | Blue,DELL,CORE 5-210H,16,512GB SSD,RTX 3050 6GB,30500000
Lenovo Lecoo Fighter 7000 N176B 2025 : i7-14650HX | 16GB RAM | 1TB SSD | 16.0 inch 2.5K 180Hz | RTX 5060 8GB | Windows 11 | Gray,LENOVO,N/A,16,1TB SSD,RTX 5060 8GB,30500000
HP EliteBook 630 G11 A7LC0PT : Ultra 7-155U | 16GB RAM | 512GB SSD | Intel UHD Graphics | 13.3 inch WUXGA Touch | Win 11 Pro | Silver,HP,INTEL CORE ULTRA 7-155U,16,512GB SSD,INTEL UHD GRAPHICS,30500000
Dell Latitude 7340 XCTO 42LT734001 : i5-1335U | 16GB RAM | 512GB SSD | Intel Iris Xe Graphics | 13.3 inch FHD+  | Ubuntu Linux 22.04 | Grey,DELL,N/A,16,512GB SSD,INTEL IRIS XE,30500000
LG Gram 2024 14Z90S-G.AH75A5 : Ultra 7-155H | 16GB RAM | 512GB SSD | Intel Arc Graphics | 14 inch WUXGA | Windows 11 | Black,Other,ULTRA 7-155H,16,512GB SSD,INTEL ARC GRAPHICS,30700000
Asus ExpertBook B5 B5404CMA-Q70861X : Ultra 5-125H | 32GB RAM | 512GB SSD | Intel Arc Graphics | 14 inch WUXGA | Win 11 pro | Black,ASUS,INTEL CORE ULTRA 5-125H,32,512GB SSD,INTEL ARC GRAPHICS,30700000
Dell Pro 13 Plus PB13250 PB13250-236V-16512W : Ultra 5 236V vPro | 16GB RAM | 512GB SSD | Intel Arc Graphics | 13.3 inch FHD+ | Windows 11 | Platinum Silver,DELL,DELL PRO 13 PLUS PB13250 PB13250-236V-16512W : ULTRA 5 236V VPRO,16,512GB SSD,INTEL ARC GRAPHICS,30699000
Dell Precision 3490 : Ultra 7-155H | 32GB RAM | 512GB SSD | RTX 500 Ada 4GB | 14 inch FHD | Windows 11 Pro,DELL,ULTRA 7-155H,32,512GB SSD,RTX 500 ADA 4GB,30900000
Dell Inspiron 5640 N6I7512W1 : Core 7-150U | 16GB RAM | 1TB SSD | Intel Graphics + MX570 2GB | 16 inch 2.5K | Windows 11 + Office | Ice Blue,DELL,DELL INSPIRON 5640 N6I7512W1 : CORE 7-150U,16,1TB SSD,INTEL GRAPHICS + MX570 2GB,30900000
HP Envy X360 14-fa0045AU A19BMPA : R7 8840HS | 32GB RAM | 1TB SSD | AMD Radeon Graphics | 14 2.8K OLED | Win11 Home | Silver,HP,AMD RYZEN 7 8840HS,32,1TB SSD,AMD RADEON GRAPHICS,31000000
HP Envy X360 14 fc0155TU AY8W3PA : Ultra 7 155U | 16GB RAM | 1TB SSD | Intel Graphics | 14 inch diagonal | Windows 11 Home | Blue,HP,INTEL CORE ULTRA 7 155U,16,1TB SSD,INTEL GRAPHICS,31000000
HP EliteBook 640 G11 A7LA3PT : Ultra 7 165U | 16GB RAM | 512GB SSD | Intel Graphics | 14 inch WUXGA | Windows 11 Home | Silver,HP,INTEL CORE ULTRA 7 165U,16,512GB SSD,INTEL GRAPHICS,31000000
